[NEW_DOCUMENT: DOCid=1, lang=bzd, DOCNAME=Los Bribris y Cabécares de Sulá].	[NEW_DOCUMENT: DOCid=1, lang=spa, DOCNAME=Los Bribris y Cabécares de Sulá].
Kal dolona: Je aliwegé sa jek paliwaklö, sa pja böinewaglö.	
Kabar pashtö: Jerö aliwegé, je yegé sítala gi.	
Jelbëgli: Je aliwege ñadöl one gi yana.	
Sal shköglö gichá: Jerö mai tiajawa tebelite je wö böinewaglö. ~~~ Kal kichá tso pepeliyë, je washekerö jawawate, mane wawa ka juñér taí, jiewa ñayuwaiwa, jewa pepeli siwei juñér taí jewa nete sa ia pepelí megé jemi i washe kerö, jiewane ñayuá sa böinewarö kalabërö, jewa kierö Useglawa, jiewa oloita taí je dölötse taí, jiewate sa pakte gerö jérbike bawa; kajuñér taí, manebi jelé bëna kal kichá jerö wata, manebi jet esa böinewami, je ksëi shekerö tuinaka, je siwa, jérbike taí je yiljatana Sibö jene te sögötö i sha sa ia.	
Jiewate sa böineweke gerö mané sa kirerge jemi, jebi jiewa siwá kulá shögé ka tuina mañal döga, mané jiböte duëtë sa ktëgé jebi, je duë tso jishö naka, diglö jenaka, siwaki, kashaka jene maískalera sa weikekerö. ~~~ Köl köta matka: je kö aliwegé sa jukewaglö miga sa kirer gera.	Dichas plantas se encuentran en la montaña, a orillas de los ríos, o los siembran en los patios de las casas para ser utilizada en la curación de enfermedades; para mantener la salud, algunas de ellas son: El guarumo de hojas rojas: para hacer baños cuando tienen fiebre.
Duwaskö: Jerö yana ñadölör ki.	La gavilana: como tónico.
Kal dolona: Je aliwegé sa jek paliwaklö, sa pja böinewaglö.	
Kabar pashtö: Jerö aliwegé, je yegé sítala gi.	El madero negro: se usa para problemas de la piel.
Jelbëgli: Je aliwege ñadölone gi yana.	Caña agria: para matar los parásitos.
Sal shköglö gichá: Jerö mai tiajawa tebelite je wö böinewaglö. ~~~ Kal kichá tso pepeliyë, je washekerö jawawate, mane wawa ka juñér taí, jiewa ñayuwaiwa, jewa pepeli siwei juñér taí jewa nete sa ia pepelí megé jemi i washe kerö, jiewane ñayuá sa böinewarö kalabërö, jewa kierö Useglawa, jiewa oloita taí je dölötse taí, jiewate sa pakte gerö jérbike bawa; kajuñér taí, manebi jelé bëna kal kichá jerö wata, manebi jet esa böinewami, je ksëi shekerö tuinaka, je siwa, jérbike taí je yiljatana Sibö jene te sögötö i sha sa ia.	
Jiewate sa böineweke gerö mané sa kirerge jemi, jebi jiewa siwá kulá shögé ka tuina mañal döga, mané jiböte duëtë sa ktëgé jebi, je duë tso jishö naka, diglö jenaka, siwaki, kashaka jene maískalera sa weikekerö.	
Köl köta matka: je kö aliwegé sa jukewaglö miga sa kirer gera.	
Duwaskö: Jerö yana ñadölör ki.	
Kal dolona: Je aliwegé sa jek paliwaklö, sa pja böinewaglö.	
Kabar pashtö: Jerö aliwegé, je yegé sítala gi.	Dormilona: para trastornos estomacales.
Jelbëgli: Je aliwege ñadöl one gi yana.	
Sal shköglö gichá: Jerö mai tiajawa tebelite je wö böinewaglö.	El bejuco escalera de mono: se hierve para lavar heridas.
Kal kichá tso pepeliyë, je washekerö jawawate, mane wawa ka juñér taí, jiewa ñayuwaiwa, jewa pepeli siwei juñér taí jewa nete sa ia pepelí megé jemi i washe kerö, jiewane ñayuá sa böinewarö kalabërö, jewa kierö Useglawa, jiewa oloita taí je dölötse taí, jiewate sa pakte gerö jérbike bawa; kajuñér taí, manebi jelé bëna kal kichá jerö wata, manebi jet esa böinewami, je ksëi shekerö tuinaka, je siwa, jérbike taí je yiljatana Sibö jenete sögötö i sha sa ia.	Generalmente las plantas medicinales, son recomendadas, solo por el jawá (tenían el rango de Useklar o chamán), respetados y queridos; además representaban la máxima autoridad de los pueblos, porque también son sus guías espirituales; poseen la sabiduría para la utilización de dichas plantas y siempre llevaban colgando en el pecho un bolsito donde guardan las piedras mágicas, sus rituales son realizados en la noche, por mandato de Sibö, pueden durar varias noches, según la condición del paciente y el lugar en que se enfermó.
Jiewate sa böineweke gerö mané sa kirerge jemi, jebi jiewa siwá kulá shögé ka tuina mañal döga, mané jiböte duëtë sa ktëgé jebi, je duë tso jishö naka, diglö jenaka, siwaki, kashaka jene maískalera sa weikekerö.	“Para lograrlo tienen que penetrar en el mundo de los espíritus” (Breches, 1978), ellos están debajo de la tierra, en los ríos, en el mar principalmente, entre el cosmos, la naturaleza y el hombre.
Isiga pake, Yabalá kogé jushebëga, karö junaka, kalyököna, diglö yabalá je kichami, kukkunakla jeska ju chenei yugesa tsínegla, je keweiskara jiewarö ña, jiewa börgene rö, miga i palinara, ijukara jera idëwajune sikina i yabara, je juköskara i dawanne ju jarga sena kalabë biköle ikalawa iyaiwara.	
Yabalá dulunawa jewa tsikiná jushe bëga je tsegetëwane juna mika palinara, imina juka bárama jera, jera dilba aliweké jena kitá kö, je kakö diö je alinarwa jewa yabá wö paskuegé tuina ka kashasha, jerö miga yabá kebinaka këyagë, taí jera ka jerö suarta.	Por otra parte, se atendían los partos fuera de la casa, en el bosque o a orilla de los ríos, les construían un ranchito, porque según la creencia estaban impuras y hasta que les hicieran el baño de purificación a la mujer y niño, entraban nuevamente al hogar.
Je juköska i yaiwá jete je diëyegé jerö yabá duluna je diëyöglö, atara je paukegerö jawawáte, je batagí je ki shkalá juwegé, batú, jerö sate bëchi selwi je köjie sate, je wablekérö duas keska, ka sirgera, ka wörkua je jolor gera, jewa tsikir gera. ~~~ 1.	A los recién nacidos antes de que abandonen el rancho donde se realizó el parto se les prepara un poco de agua, se coloca en ella un hoja de sotocaballo y cerca de la media noche se alza la rama y hecha el agua sobre la cara del niño; así cuando crezca, no padecerá de sustos repentinos o de malos espíritus.
Alimentos y preparación 2. ~~~ Jilé ñana jemi manebi alineweke.	La familia hacía una fiesta para celebrar un nuevo nacimiento.
Manebi sa senaklö bárama, yakë, manebi jilé bëna dalí kuö, kaní, chimó, tsalá, kalwö, chinawö ksa, namalwö; je siweirö, je töbiegé, je kaneweke, manebi bëna köchi, oshkoro je pasue kerö, je kebiwe gerö bárama.	
Isiga pake, Yabalá kogé jushebëga, karö junaka, kalyököna, diglö yabalá je kichami, kukkunakla jeska ju chenei yugesa tsínegla, je keweiskara jiewarö ña, jiewa börgene rö, miga i palinara, i jukara jera i dëwajune sikina i yabara, je juköskara i dawanne ju jarga sena kalabë biköle ikalawa i yaiwara.	Como parte del ritual después del parto el jawá sopla humo en las manos de la mujer para ahuyentar los espíritus malos; el humo se puede producir quemando hojas de tabaco, hojas secas del árbol de hule, tuete o árbol de verano, porque su florecer se asocia con el cese de las lluvias.
Yabalá dulunawa jewa tsikiná jushe bëga je tsegetëwane juna mika palinara, imina juka bárama jera, jera dilba aliweké jena kitá kö, je kakö diö je alinarwa jewa yabá wö paskuegé tuina ka kashasha, jerö miga yabá kebinaka këyagë, taí jera ka jerö suarta.	
Je juköska i yaiwá jete je diëyegé jerö yabá duluna je diëyöglö, atara je paukegerö jawawáte, je batagí je ki shkalá juwegé, batú, jerö sate bëchi selwi je köjie sate, je wablekérö duas keska, ka sirgera, ka wörkua je jolor gera, jewa tsikir gera. ~~~ 1. ~~~ Alimentos y preparación 2. ~~~ Jilé ñana jemi manebi alineweke.	
Manebi sa senaklö bárama, yakë, manebi jilé bëna dalí kuö, kaní, chimó, tsalá, kalwö, chinawö ksa, namalwö; je siweirö, je töbiegé, je kaneweke, manebi bëna köchi, oshkoro je pasue kerö, je kebiwe gerö bárama.	
2.	2.
Jilé ñana jemi manebi alinewekeIsiga pake, Yabalá kogé jushebëga, karö junaka, kalyököna, diglö yabalá je kichami, kukkunakla jeska ju chenei yugesa tsínegla, je keweiskara jiewarö ña, jiewa börgene rö, miga i palinara, i jukara jera i dëwajune sikina i yabara, je juköskara i dawanne ju jarga sena kalabë biköle ikalawa i yaiwara.	Alimentos y preparaciónLos medios de subsistencia y la alimentación, desde épocas ancestrales, se basan en la producción del cultivo de maíz, frijoles, arroz y tubérculos, bananos, plátanos, hortalizas y frutas como la guayaba, naranjas, guanábana, limones, entre otros; la cría de animales domésticos como el cerdo, el pollo, para consumo de la familia.
Yabalá dulunawa jewa tsikiná jushe bëga je tsegetëwane juna mika palinara, imina juka bárama jera, jera dilba aliweké jena kitá kö, je kakö diö je alinarwa jewa yabá wö paskuegé tuina ka kashasha, jerö miga yabá kebinaka këyagë, taí jera ka jerö suarta.	
Je juköska i yaiwá jete je diëyegé jerö yabá duluna je diëyöglö, atara je paukegerö jawawáte, je batagí je ki shkalá juwegé, batú, jerö sate bëchi selwi je köjie sate, je wablekérö duas keska, ka sirgera, ka wörkua je jolor gera, jewa tsikir gera. ~~~ 1. ~~~ Alimentos y preparación 2. ~~~ Jilé ñana jemi manebi alineweke.	
Manebi sa senaklö bárama, yakë, manebi jilé bëna dalí kuö, kaní, chimó, tsalá, kalwö, chinawö ksa, namalwö; je siweirö, je töbiegé, je kaneweke, manebi bëna köchi, oshkoro je pasue kerö, je kebiwe gerö bárama.	
Ka ñayigi jera sa sigëklöwa jete bëwák karböwa je ktëgeia, nimá je kliwege ia, sok shtege ia.	También complementan la dieta con la caza de animales silvestres y la pesca de diferentes tipos de pescado, camarones, entre otros.
Je keweiska jilé bëna wa wegerö sikírama, karö pepelí selwiwa guna, yakë bëna, nimá bëna je ktsinewegé yökö shkeleiwa. ~~~ Je katalá malárama.	La preparación de los alimentos es natural, sin condimentos químicos, generalmente, las carnes y pescado se hace ahumado y sancochado.
3.	3.
Jilé tso yana manebi je yuweké. ~~~ Dishkota: Je yuwe kerö kuö yakawa.	Bebidas y preparaciónLa chicha: compuesta a base de maíz.
Sa sigëglöwa jewate di yegerö miga jiewa ka kiögera, jilé ttë ba jérbike ba je dieye gera.	Los mayores toman la chicha para las festividades y ceremonias para compartir con la comunidad.
Jera dishkota je yegé elke karö taí guna Je sa sigëglöwate jilé kei këweké anetseké, washeké, sa páktegé, sa kiané ña julá peito, shkabalö, ña tsatkö, jené kuegi.	
Tsirú yaka: Tsiruwö je yaká sigëglöwa wa je baglerö sawa yana mai sa siwá keglö je kenewegé sate jeska, sa ña biyöblö gera.	
Jerö sa k a kiöglö, jero sa pi. ~~~ Tsirú je wö kueg é, pashtegé, tsinewegé kawö oloika, baliwa, pjórama, je kugegé u ki yökö batakiga, kulitö yegesa, je juköska kugegesa, tögapa je tsegemi wa wesa jak kiga, je yaká unasa je pja butregewa kakö jenaka wöbuleika, je patkekecha tkanaka, jekepa je mulei bawegé yana.	Se celebra con chicha en algunas festividades de la comunidad, que pueden durar varios días, cuando hay muchos invitados, según la costumbre depositan la chicha en un barril grande y se saca con un guacal, para que cada uno de los invitados se sirva lo que quieran.
Miga sa kiané ibalyö jera sate i pjoi yegesa elke yana sawá kalabë sa kalawa ra, je jiagegé höstewa jelwi, tögapa i banasa buë je yegé elke, chimó kugle yokönawa Chocao, chimó tul: Je yuwekerö chimóliwa, je aliwegé u kiga, yökönaka, 3. ~~~ Jilé tso yana manebi je yuweké3. ~~~ Jilé tso yana manebi je yuweké. ~~~ Dishkota: Je yuwe kerö kuö yakawa.	El cacao o Tsirú: La fruta del cacao se utiliza en diferentes formas; una de ellas es la bebida del cacao, bebida ancestral de gran importancia, porque representa la sangre para la población cabecar.
Sa sigëglöwa jewate di yegerö miga jiewa ka kiögera, jilé ttë ba jérbike ba je dieye gera.	
Jera dishkota je yegé elke karö taí guna Je sa sigëglöwate jilé kei këweké anetseké, washeké, sa páktegé, sa kiané ña julá peito, shkabalö, ña tsatkö, jené kuegi.	
Tsirú yaka: Tsiruwö je yaká sigëglöwa wa je baglerö sawa yana mai sa siwá keglö je kenewegé sate jeska, sa ña biyöblö gera. ~~~ Jerö sa k a kiöglö, jero sa pi. ~~~ Tsirú je wö kueg é, pashtegé, tsinewegé kawö oloika, baliwa, pjórama, je kugegé u ki yökö batakiga, kulitö yegesa, je juköska kugegesa, tögapa je tsegemi wa wesa jak kiga, je yaká unasa je pja butregewa kakö jenaka wöbuleika, je patkekecha tkanaka, jekepa je mulei bawegé y ana.	El proceso de dicha bebida consiste en recoger la fruta y lavarla, sacarle las semillas y secarlas al sol, cuando están listas, se tuesta en una olla sin lavarlas y se les saca la cáscara, luego se lleva a moler, con la piedra para molerlo y luego las bolitas que salen se envuelven en hojas que las guardan en los guacales hasta por varios días.
Miga sa kiané i balyö jera sate i pjoi yegesa elke yana sawá kalabë sa kalawa ra, je jiagegé höstewa jelwi, tögapa i banasa buë je yegé elke, chimó kugle yokönawa Chocao, chimó tul: Je yuwekerö chimóliwa, je aliwegé u kiga, yökönaka, Sua, detsí5.	Cada vez que se requiere hacer la bebida se saca del guacal una bolita y se raspa para echarlo en el agua caliente, moviéndolo con molinillos que hacen de madera para moverlo y luego servirlo con banano maduro.
Ju yöle ka ñayigikulitö yegesa, je jiajkëgé jelmírama je kaku tiegesa tkana je yala bárama. ~~~ 2.	El chocao: Elaborado con plátano maduro molido, se sancocha sin cáscara, se disuelve en agua tibia y se sirve en guacales.
Vestimenta 4.	4.
Sua, detsí. ~~~ Ña pajie ka ñayigi, jerö kokí kulitö jene pakcheké jenewa s aña pabötrö gewarö; jir kawö wa yiani kate je mable ia, jirda datsí bëna je tuege sikua ditsi juinaka, suibö y uege bëwák chichawöwa je muegé alaklö wate ikuli jemi.	VestimentaLos vestidos tradicionales, se hacían de la corteza del árbol de mastate y con tintes extraídos de las plantas; hoy día se compran los materiales para fabricarlos en las tiendas de las poblaciones más cercanas y se fabrican collares de huesos de animales para uso de las mujeres.
3.	5.
Infraestructura tradicional 5. ~~~ Ju yöle ka ñayigi. ~~~ Ditsö cabecar wate jutsini yöle i wuwua siwawá, je yuekerö kuk una diglö kotkemi, mané sa sigëglöwa jete i siwei pagë ka ñayigi suta, kal bëna, k sáichá, kakö jewa bëna je bige gerö, tiegerö tuluwöwa, je wable gerö kal nunaglöwa kulitö yegesa, je jiajkëgé jelmírama je kaku tiegesa tkana je yala bárama.	Infraestructura tradicionalEn todos los tiempos los cabécares construyeron sus casas tomando en cuenta algunas normas establecidas como la cercanía del agua, la construcción de forma cónica, sin divisiones en su interior, los materiales que sean utilizados como madera, troncos, hojas y bejucos se cortan cuando se esconde el sol, para que no se pudriera más rápido; tampoco se debe cortar la madera en la montaña cuando está la luna llena, porque se llenaría de comején, los horcones deben ser solo de árboles caídos de corteza de cedro, que se amarran con bejucos de burío y el techo se forra con hojas de palma.
2. ~~~ Vestimenta 4. ~~~ Sua, detsí.	La casa típica, tiene forma cónica, emblema de construcción del mundo por su Dios.
