[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
Ko arapokõindy, 13 jasyapy guive 15 peve, aponde’a «La educación primero, todos por Caazapá», ryepýpe ojegueroguata Test de Competencia Lingüística(TCL) mayma mitã temimbo’e primer grado-gua umi 350 mbo’ehaópe, 11 distrito ryepýpe, ko Tavusúpe.	En la semana del 13 al 17 de marzo, en el marco del proyecto «La educación primero, todos por Caazapá», se llevó a cabo la aplicación del Test de Competencia Lingüística(TCL)a todos los niños del 1er grado de 350 escuelas enmarcados en los 11 distritos del mencionado departamento.
Ko TCL jegueroguata omoirũ Paraguái Ñe’ẽnguéra Sãmbyhyha mba’apoharakuéra.	La aplicación del TCL fue acompañada por la Secretaría de Políticas Lingüísticas.
[NEW DOCUMENT 03/16/17 SP:10:52:a GN:10:56:a]	[NEW DOCUMENT 03/16/17 SP:10:52:a GN:10:56:a]
MITÃ PYAHU KATUPYRY OGUENOHẼTA PURAHÉI OÑEMBOHASÁVA INGLÉS-GUI GUARANÍME.	JÓVENES EMPRENDEDORES GRABARÁN CANCIONES TRADUCIDAS DEL INGLÉS AL GUARANÍ.
Puraheihára Magali Barrios ha productor Javier Zalazar omog̃uahẽ ko ararundy pyharevépe Paraguái Ñe’ẽnguéra Sãmbyhyha rógape peteĩ aponde’a ogueroguatáva hikuái oguenohẽ hag̃ua purahéi inglés-gui ombohasáva guaraníme.	La cantante Magali Barrios y el productor Javier Zalazar compartió esta mañana con la Secretaría de Políticas Lingüísticas el proyecto de grabar canciones de trascendencia internacional traducidas al guaraní.
Umi mokõi purahéi osẽtamava vokoietehína: Colours of the Wind de Pocahontas (Sa’ykuéra yvytúre) y Let it go de Frozen (Che sãso).	Los primeros dos temas que proyectan grabar próximamente son: Colours of the Wind de Pocahontas (Sa’ykuéra yvytúre) y Let it go de Frozen (Che sãso).
[NEW DOCUMENT 03/10/17 SP:06:03:a GN:06:11:a]	[NEW DOCUMENT 03/10/17 SP:06:03:a GN:06:11:a]
PÑS OIKUAAUKA HÓGA PYAHÚPA MAMO OPYTA.	SPL ANUNCIA SU NUEVA SEDE.
	La Secretaría de Políticas Lingüísticas (SPL) informa la nueva ubicación de su sede, queda sobre la Avda. Boggiani N° 6260 casi R. I. 5 Gral. Díaz (a una cuadra y media de Identificaciones) en el barrio Villa Aurelia de Asunción.
	Hasta que se reactive la línea baja de la Institución ponemos a disposición del público estos números de celulares de la: 0961 783 575 y 0981 452 011.
[NEW DOCUMENT 03/07/17 SP:06:29:a GN:06:42:a]	[NEW DOCUMENT 03/07/17 SP:06:29:a GN:06:42:a]
OSẼTA NOVÉLA OJEHAÍVA GUARANÍME “TATUKUA”.	PRESENTARÁN NOVELA ESCRITA EN GUARANÍ “TATUKUA”.
Ag̃a arapoteĩ 10 jasyapýpe 19:00 aravo jave ojeikuaaukáta novéla ojehaipaitéva guarani ñe’ẽme añónte hérava Tatukua.	El próximo viernes 10 de marzo a las 19:00 h. será presentada la novela inédita escrita enteramente en el idioma guaraní titulada Tatukua.
Haihára peteĩ mitãrusu Guairá tavusu pegua, Arnaldo Casco, hetáma oñembojopóiva ihaipyrére.	El autor del libro es el joven escritor guaireño, Arnaldo Casco, quien ya tiene varios reconocimientos en concursos de narrativa en guaraní.
[NEW DOCUMENT 03/02/17 SP:06:49:a GN:06:55:a]	[NEW DOCUMENT 03/02/17 SP:06:49:a GN:06:55:a]
SÃMBYHYHÁRA ALCARAZ NDIVE OÑEÑE’Ẽ PARAGUAY TV HD RUPIVE.	MINISTRA ALCARAZ FUE ENTREVISTADA EN PARAGUAY TV HD.
Ko ararundy pyharevépe, Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero ndive oñeñe’ẽ ta’angambyry Paraguay TV HD rupive.	En la mañana de este miércoles, la Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, fue entrevista en el noticiero central del canal Paraguay TV HD.
Omomba’e guasu opurahéi rehe guaraníme Tetã Purahéi Guasu umi mitãrusu Selección Nacional Sub 17 peguakuéra.	Habló sobre el hecho histórico que significó la entonación del Himno Nacional Paraguayo en el idioma guaraní por los jugadores de la Selección Nacional Sub 17.
Omomorã avei mitã pyahukuéra ohechauka rehe iguaranirayhuha.	Resaltó la actitud positiva de los jóvenes hacia la lengua guaraní.
[NEW DOCUMENT 02/24/17 SP:03:38:a GN:03:41:a]	[NEW DOCUMENT 02/24/17 SP:03:38:a GN:03:41:a]
VY’APAVẼ KUÑA PARAGUÁIPE HI’ARAMBOTÝRE.	FELIZ DÍA DE LA MUJER PARAGUAYA.
Ary 1974 guive oñemomorã 24 jasykõi jave jepi mayma Kuña Paraguáipe.	Cada 24 de febrero, desde 1974 se conmemora el Día de la Mujer Paraguaya.
Hesekuere ae niko ñane retã heta jey oñakarapu’ã ha itenonde, ko ára peve voi.	En infinidad de episodios de la historia paraguaya y hasta la fecha, la mujer de esta tierra es reconocida por su heroísmo y valentía.
Avei, kuña rekove tuichaiterei mba’e peteĩ ñe'ẽ hekove resãi ha imbarete hag̃ua, akóinte ombohasáramo imembýpe.	Además del papel preponderante de la mujer para la vitalidad de una lengua.
¡Vy’apavẽ chupekuéra!	Feliz día de la Mujer Paraguaya.
[NEW DOCUMENT 02/21/17 SP:12:26:p GN:12:29:p]	[NEW DOCUMENT 02/21/17 SP:12:26:p GN:12:29:p]
OÑEMOMORÃ AUGUSTO ROA BASTOS PE, DEPORTISTA HÁICHA.	HOMENAJEAN A AUGUSTO ROA BASTOS, EL DEPORTISTA.
Aty omomorãva Augusto Roa Bastos 100 ary ha Fundación Roa Bastos omomorã ko araapýpe ko haihára katupyryetépe ha péina deportista ramo.	La Comisión Centenario de Augusto Roa Bastos y la Fundación Roa Bastos organizó este martes un homenaje en memoria del insigne escritor resaltando su faceta como deportista.
Ko aty guasu oiko Hotel Deportista Rógape, opytáva Tetã Ñoa’ãngatu Sãmbyhyhápe.	El acto se realizó en el Hotel Deportista Róga de la Secretaría Nacional de Deportes.
[NEW DOCUMENT 02/17/17 SP:08:26:a GN:08:30:a]	[NEW DOCUMENT 02/17/17 SP:08:26:a GN:08:30:a]
PARAGUÁI ÑE’ẼNGUÉRA SÃMBYHYHA OIKUAAUKA:.	LA SECRETARÍA DE POLÍTICAS LINGÜÍSTICAS COMUNICA:.
Paraguái Ñe’ẽnguéra Sãmbyhyha ndojuhuporãite mba’e oiko ramoitéva Ciudad del Este távape, karai Magistrado ombotove haguépe peteĩ kuatia tekojoja rehegua ojehaíre guaraníme.	Ante el hecho acaecido recientemente en Ciudad del Este, donde un Magistrado rechazó un expediente judicial por estar redactado en guaraní, la Secretaría de Políticas Lingüísticas manifiesta su total repudio.
Ko’ã mba’e omokangyjey opa ojejapómava ojejúvo guarani ñe’ẽ ojeporumeme hag̃ua opa henda rupi.	Acciones de este tipo debilitan el proceso de normal uso de la lengua guaraní en todos los ámbitos, promovido desde esta institución.
[NEW DOCUMENT 02/15/17 SP:10:07:a GN:10:13:a]	[NEW DOCUMENT 02/15/17 SP:10:07:a GN:10:13:a]
PÑS HA MEC OÑOMBYATY OMBOHAPÉVO TEMBIAPO JOAJU.	MESA DE TRABAJO CONJUNTO ENTRE LA SPL Y EL MEC.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty ko ararundy pyharevépe Tekombo’e ha Tembikuaa Motenondeha (Ministerio de Educación y Ciencia, MEC) pegua mburuvichakuéra ndive, ombohapévo tembiapo joaju ñe’ẽnguéra ñane retãme ojeporúva rehehápe, ha itenonderã ñe’ẽtee guarani ha castellano, ñehekombo’e hekópe rehe.	La Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, mantuvo este miércoles una reunión de trabajo con altos directivos del Ministerio de Educación y Ciencia. Fue con el objetivo de coordinar una mesa de trabajo para delinear acciones conjuntas en atención a las lenguas habladas en el país y principalmente las oficiales, guaraní-castellano, desde la gestión educativa.
[NEW DOCUMENT 02/09/17 SP:12:45:p GN:12:47:p]	[NEW DOCUMENT 02/09/17 SP:12:45:p GN:12:47:p]
YPYKUÉRA, LUMNANAS “MANJÚI”, ÑE’Ẽ ÑEMOMBARETEJEY.	REUNIÓN DE TRABAJO SOBRE RESCATE LINGÜÍSTICO DEL PUEBLO LUMNANAS “MANJUI”.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apoharakuéra, omoakãva Ypykuéra Ñe’ẽ Ñeñongatu ha Ñemoasãi Moakãharapavẽ, María De las Nieves Montiel omba’apo ko arapópe casa productora Planeador Moakãhára, Luis Bogado, ha antropóloga, Gloria Scappini ndive.	Un equipo técnico de la Secretaría de Políticas Lingüísticas, liderado por la Directora General de Documentación y Promoción de Lenguas Indígenas, María De las Nieves Montiel, mantuvo este jueves una reunión de trabajo con el director de la casa productora Planeador, Luis Bogado, y la antropóloga, Gloria Scappini.
Ko tembiapo oike aponde’a guasu ogueroguatáva PÑS ryepýpe omombaretesejeýva ypykuéra Lumnanas “Manjúi” ñe’ẽ.	Fue en el marco del proyecto de rescate lingüístico del Pueblo Lumnanas “Manjui” liderado por la SPL y financiado por el Conacyt.
[NEW DOCUMENT 02/06/17 SP:05:20:p GN:05:27:p]	[NEW DOCUMENT 02/06/17 SP:05:20:p GN:05:27:p]
PÑS HA SENADIS OMBA’APOJOAJÚTA.	SPL Y SENADIS ACUERDAN COOPERACIÓN CONJUNTA.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Secretaría Nacional de los Derechos Humanos de las Personas con Discapacidad (Senadis) oñomoñe’ẽ peteĩ ha he’i omba’apo joajuseha.	La Secretaría de Políticas Lingüísticas (SPL) y la Secretaría Nacional de los Derechos Humanos de las Personas con Discapacidad (Senadis) acordaron una cooperación conjunta.
Mokõive Sãmbyhyhára, Ladislaa Alcaraz de Silvero (PÑS) ha Diego Samaniego (Senadis), omoañete ko ñe’ẽme’ẽ omboheraguapývo kuatiáre ko arakõi pyharevépe PÑS rógape.	Los titulares de ambos entes, Ladislaa Alcaraz de Silvero (SPL) y Diego Samaniego (Senadis), formalizaron el acuerdo con la firma de un convenio realizado este lunes en la sede de la SPL.
[NEW DOCUMENT 01/30/17 SP:12:49:p GN:01:11:p]	[NEW DOCUMENT 01/30/17 SP:12:49:p GN:01:11:p]
SÃMBYHYHÁRA ALCARAZ OYKEKO ATY OÑEMOMORÃ HAG̃UA “ROA BASTOS” 100 ARY.	MINISTRA DE LA SPL INTEGRA COMISIÓN PARA CONMEMORAR CENTENARIO DE ROA BASTOS.
Ko arakõi 30 jasyteĩme oñombyaty ñepyrũ “Comisión Nacional” omoakãtava ñemomorã guasu Paraguái haihára katupyry rérape, Augusto Roa Bastos, rérape oñembosako’íva ko ary pukukue.	Este lunes 30 sesionó por primera vez la Comisión Nacional conmemorativa del Centenario del laureado escritor paraguayo, Augusto Roa Bastos.
Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, omoirũ ko ñeñombyaty, ambue mburuvichakuéraicha, temimoĩmby rérape, oikéva ko Comisión ryepýpe, Léipe voi he’i rupi.	La Ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, participó de dicha sesión, igual que sus pares ministros y otras altas autoridades, de las instituciones integrantes de la comisión creada por Ley.
[NEW DOCUMENT 01/19/17 SP:05:06:a GN:05:14:a]	[NEW DOCUMENT 01/19/17 SP:05:06:a GN:05:14:a]
OÑEMOARANDÚVA POHANOHARARÃ OMBOHASA GUARANÍME PETEĨ KUATIA.	UNIVERSITARIOS TRADUJERON AL GUARANÍ UN TEXTO DE MEDICINA.
Temimbo’ekuéra Facultad de Ciencias Médicas de la Universidad Nacional de Asunción oĩva Santa Rosa del Aguaray távape, ombohasa guaraníme peteĩ kuatia ojeporúva medicina ryepýpe.	Estudiantes de la Facultad de Ciencias Médicas de la Universidad Nacional de Asunción Filial Santa Rosa del Aguaray de la ciudad del mismo nombre, tradujeron un texto de medicina totalmente en guaraní.
Ko kuatia oñembohasáva guaraníme héra Tajy Rova Rehegua (Nervio Facial) oñemog̃uahẽkuri Concurso de neuroanatomía-pe oikóva XIV Congreso de la Sociedad Paraguaya de Ciencias Morfofisiológicas-pe, opavavénte oguerohory ko tembiapo ha oñembojopói ha ojehechakuaa chupekuéra.	El documento traducido en lengua guaraní Nervio Facial (Tajy Rova Rehegua) fue presentado en el concurso de neuroanatomía realizado en el XIV Congreso de la Sociedad Paraguaya de Ciencias Morfofisiológicas y recibió una gran aceptación por el público en general, así como un reconocimiento especial por parte de los organizadores.
[NEW DOCUMENT 01/13/17 SP:05:52:a GN:06:01:a]	[NEW DOCUMENT 01/13/17 SP:05:52:a GN:06:01:a]
PETEĨ KUÑA ARGENTINA-GUA OMOASÃI GUARANI ÑE’Ẽ ITALIA GUIVE.	UNA ARGENTINA PROMOCIONA EL GUARANÍ DESDE ITALIA.
Peteĩ kuña Argentina-gua, Graciela Franco, he’íva ipy’aite guive ohayhuha guarani ñe’ẽ, ojapóma 13 ary oiko hague Catania távape (Italia) retãme, ha upe guive, reiete, omba’apo omoasãi ha omoherakuãvo guarani ñe’ẽ.	La ciudadana de nacionalidad argentina, Graciela Franco, quien declara “amar el guaraní con toda su alma”, vive desde hace trece años en Catania (Italia) desde donde, de manera desinteresada, dedica su tiempo en la difusión y promoción de la lengua guaraní.
[NEW DOCUMENT 01/09/17 SP:07:32:a GN:07:51:a]	[NEW DOCUMENT 01/09/17 SP:07:32:a GN:07:51:a]
ÑEMBYASY PÑS PE ROBERTO CABAÑAS OMANÓRE.	LA SPL EXPRESA SU PESAR POR EL FALLECIMIENTO DE ROBERTO CABAÑAS.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) guive oñembyasyeterei Roberto Cabañas omanóre, manga ñembosaraihára katupyryete, oha’ãva’ekue Paraguái ha ambue tetãre; ojehayhuetemiva’ekue Selección Paraguaya-pe, iñirũnguéra ndive heta oporombovy’a haguépe.	La Secretaría de Políticas Lingüísticas (SPL) expresa su pesar por la muerte de Roberto Cabañas, destacado ex futbolista de clubes nacionales y del exterior, reconocido ídolo de la Selección Paraguaya, quien, junto a otros compañeros han brindado grandes satisfacciones a la afición deportiva nacional.
Upéichante avei, herakuã porã guarani rayhuhára ramo, oiporu ha omoasãiva’ekue ko ñe’ẽ.	Asimismo, fue conocido como militante, defensor y promotor de la lengua guaraní.
[NEW DOCUMENT 01/07/17 SP:11:17:a GN:11:29:a]	[NEW DOCUMENT 01/07/17 SP:11:17:a GN:11:29:a]
HISTORIA CLÍNICA ODONTOLÓGICA OÑEGUENOHẼ GUARAÍME.	HISTORIA CLÍNICA ODONTOLÓGICA EN GUARANÍ.
Facultad de Odontología, Universidad Nacional de Asunción pegua mbo’eharakuéra, Dra.	Los docentes de la Facultad de Odontología de la Universidad Nacional de Asunción, Dra.
María Élida Quintana ha Dr. Milner Morel, ombohasa guarani ñe’ẽme kuatia Mba’asy Rapykuere, tãi pohanohára oiporukuaáva.	María Élida Quintana y el Dr. Milner Morel, realizaron la traducción al idioma guaraní de la “Historia Clínica Odontológica Estandarizada”.
Ko kuatia omoneĩma Consejo Directivo, ko mbo’ehaovusu pegua.	El documento cuenta con la aprobación del Consejo Directivo de dicha facultad.
[NEW DOCUMENT 12/29/16 SP:04:39:a GN:04:42:a]	[NEW DOCUMENT 12/29/16 SP:04:39:a GN:04:42:a]
DAKAR RUPIVE HERAKUÃTA ÑANE RETÃ YVYAPE TUICHAKUE.	EL DAKAR 2017 PONE AL PARAGUAY EN EL OJO DEL MUNDO.
Rally Dakar, 39º jey ojejapóvo, og̃uahẽta avei Paraguái yvýpe.	El Rally Dakar, en su 39 edición, tocará por primera vez tierra guaraní.
Ombyatýva 500 rasa tapicha oha’ãva ko ñoa’ãngatu mba’yrúpe, ary 2017 pe omoherakuã porã ha mombyrýta ñane retã Paraguáipe, ko’apevoi oñepyrũtarehína ag̃a arateĩ 01 jasyteĩ 2017 pe, Costanera Paraguaypegua guive.	Con más de 500 corredores, la fiesta del Dakar 2017 se lucirá primeramente en Paraguay debido a que la largada oficial será este domingo 01 de enero en la Costanera de Asunción.
	El evento será visto en al menos 190 países del mundo.
[NEW DOCUMENT 12/23/16 SP:07:37:p GN:07:41:p]	[NEW DOCUMENT 12/23/16 SP:07:37:p GN:07:41:p]
PÑS-PE OÑEMBOJOPÓI HEMBIAPO “PARAGUÁI ÑE’ẼTEE” IÑESÃIVA PUHOE RUPIVÉRE.	LA SPL RECIBE DISTINCIÓN POR EL PROGRAMA RADIAL BILINGÜE “PARAGUÁI ÑE’ẼTEE”.
Facultad Politécnica, Universidad Nacional de Asunción, ipuhoe Aranduka 87.9 FM rupive, ombojopói Paraguái Ñe’ẽnguéra Sãmbyhyhápe hembiapo “Paraguái Ñe’ẽtee” rehe, iñasãiva mokõive ñe’ẽteépe, guaraní ha castellano, arapoteĩ jave 14:00 aravo guive 15:00.	La Facultad Politécnica de la Universidad Nacional de Asunción, desde su radio Aranduka 87.9 FM, entregó un reconocimiento a la Secretaría de Políticas Lingüísticas por el programa radial bilingüe “guaraní-castellano” transmitido los viernes de 14:00 a 15:00 horas.
Ko tembiapo ojapóma mbohapy ary ojegueroguata hague ha omoasãi akóinte arandupy ha ñe’ẽnguéra rehegua.	El programa viene difundiendo desde hace tres años contenidos culturales y lingüísticos.
[NEW DOCUMENT 12/23/16 SP:03:22:p GN:03:26:p]	[NEW DOCUMENT 12/23/16 SP:03:22:p GN:03:26:p]
SÃMBYHYHÁRA ALCARAZ NDIVE OÑE’Ẽ PETEĨ ARAVO PUKUKUE PUHOE 920 AM RUPIVE.	MINISTRA DE LA SPL COMPARTIÓ UNA HORA DE PROGRAMA EN LA 920 AM.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oĩ kuri ko arapoteĩ pyharevépe tembiapo hérava “Paraguái Ñe’ẽtee”, osẽva 10:00 aravo guive 11:00 peve, puhoe Radio Nacional del Paraguay 920 AM rupive.	La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, estuvo hoy viernes en el programa radial “Paraguái Ñe’ẽtee” emitido de 10:00 a 11:00 por Radio Nacional del Paraguay 920 AM.
Oñe’ẽ opa mba’e ojejapo, oñemohu’ã ha ojejapova’erã, ñe’ẽnguéra rehehápe, opytáva ko ary 2016 rapykuerépe; omombe’u avei aponde’aite ojeguerekóva oñemombarete hag̃ua ñe’ẽnguéra rehe ñemba’apo Estado guive Paraguái retãme.	Habló sobre los avances, logros y desafíos que ha dejado este año 2016 en la gestión de las lenguas; asimismo, sobre los proyectos venideros para ir fortaleciendo las políticas lingüísticas emprendidas desde el Estado paraguayo.
[NEW DOCUMENT 12/21/16 SP:04:38:p GN:04:43:p]	[NEW DOCUMENT 12/21/16 SP:04:38:p GN:04:43:p]
SÃMBYHYHÁRA ALCARAZ OÑE’Ẽ “TRIBUNA” PE, OSẼVA TA’ANGAMBYRY PARAGUAY TV HD RUPIVE.	MINISTRA DE LA SPL FUE ENTREVISTADA EN EL PROGRAMA “TRIBUNA” DE PARAGUAY TV HD.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽ opa ñe’ẽnguéra rérape ojehupytyva’ekue ha tembiaporãve ohejáva ary 2016.	La Ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, habló de los logros y desafíos que deja el año 2016 en la gestión de las lenguas en el Paraguay.
Oñe’ẽ tembiapo hérava “Tribuna” pe, osẽva ta’angambyry Paraguay TV HD rupive.	Fue durante el programa “Tribuna” de Paraguay TV HD.
[NEW DOCUMENT 12/21/16 SP:07:11:a GN:07:16:a]	[NEW DOCUMENT 12/21/16 SP:07:11:a GN:07:16:a]
GUARANI PARAGUÁI KO’ÁG̃A OJEPORÚVA RETEPY OĨMA PÑS PÁGINA WEB-PE.	EL CORPUS DE REFERENCIA DEL GUARANÍ PARAGUAYO ACTUAL YA ESTÁ DISPONIBLE EN LA WEB DE LA SPL.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), página web rupive: www.spl.gov.py, oguenohẽma Guarani Paraguái Ko’ág̃a Ojeporúva Retepy (GUAPAKORE).	
Ko tembiporu ombyaty opa haipy umi ojeporuvehápe guarani, taha’e ñe’ẽporãhaipyre térã tavarandu rehegua marandu ñemono’õmbyre.	
[NEW DOCUMENT 12/20/16 SP:12:24:p GN:12:34:p]	[NEW DOCUMENT 12/20/16 SP:12:24:p GN:12:34:p]
PÑS OGUENOHẼ TEMBIPORUETA ÑE’ẼNGUÉRA REHEGUA.	IMPORTANTES RECURSOS LINGÜÍSTICOS FUERON PRESENTADOS POR LA SPL.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oguenohẽ ha omoĩ mayma tapicha pópe tembiporueta ñe’ẽnguéra jeporu ha iñemoasãirã.	La Secretaría de Políticas Lingüísticas (SPL) pone a disposición de la ciudadanía recursos tecnológicos que promueven el uso y difusión de las lenguas.
Oiko ko araapy pyharevépe peteĩ aty guasúpe hérava “Ñane ñe’ẽnguéra rekove”, Aula Magna, Universidad Católica de Asunción-pe.	Fue durante un acto denominado “Ñane ñe’ẽnguéra rekove” realizado este martes en el Aula Magna de la Universidad Católica de Asunción.
[NEW DOCUMENT 12/19/16 SP:08:51:a GN:09:19:a]	[NEW DOCUMENT 12/19/16 SP:08:51:a GN:09:19:a]
PÑS OGUENOHẼTA TEMBIPORU PYAHU RUPIVE ÑE’ẼNGUÉRA JEPORURÃ, PETEĨ ATY GUASU HÉRAVA “ÑANE ÑE’ẼNGUÉRA REKOVE” PE.	LA SPL PRESENTARÁ RECURSOS LINGÜÍSTICOS EN UN ACTO DENOMINADO “ÑANE ÑE’ẼNGUÉRA REKOVE”.
Peteĩ aty guasu hérava “Ñane ñe’ẽnguéra rekove” pe, Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oguenohẽta tembiporu pyahu rupive ñe’ẽnguéra jeporurã.	En un acto denominado “Ñane ñe’ẽnguéra rekove”, la Secretaría de Políticas Lingüísticas (SPL) hará el lanzamiento oficial de recursos tecnológicos producidos para promover el uso de las lenguas apoyadas por las TICs.
Peteĩhápe, Diccionario Digital Bilingüe, Guaraní-Castellano; upéi, Corpus de Referencia del Guaraní Paraguayo Actual; ha upéi, Memoria de la Feria de Lenguas en el Paraguay “Toikove Ñe’ẽnguéra Paraguáipe” (2014).	Por un lado, se presentará el Diccionario Digital Bilingüe, Guaraní-Castellano; asimismo, se pondrá a disposición del público el Corpus de Referencia del Guaraní Paraguayo Actual; y la Memoria de la Feria de Lenguas en el Paraguay “Toikove Ñe’ẽnguéra Paraguáipe” (2014).
