[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Auh in icuac ye on aci yohualnepantla, niman ye ic quintlamamaca, quinchichihua, quincencahua: in Tecuciztecatl quimacaque iaztacon mimiltic ihuan ixicol; auh in Nanahuatzin, zan amatl, inic contzonilpique concuailpique, itoca iamatzon, ihuan iamaneapanal, ihuan iamamaxtli.	Y cuando llega la media noche luego pues les reparten, les atavían, les engalanan: a Tecuciztecatl le dieron su morrión de plumas de garza, cónico, y su chaleco; pero a Nanahuatl sólo papel: aquello con que liaron su cabeza se llama su cabellera de papel, y su tiara de papel y su braguero de papel.
Auh in ye yuhquin in ohuelacic yohualnepantla, in muchintin teteu quiyahualotimomanque in tlecuilli, in motenehua teutexcalli, in uncan nahui—ilhuitl otlatlac tletl, nenecoc motecpanque; auh nepantla quimonmanque quimonquetzque in omextin hi motenehua in Tecuciztecatl ihuan Nanahuatzin, quixnamictimoquetzque in tlecuilli.	Y así pues, cuando hubo llegado la media noche, todos los dioses se pusieron a rodear el fogón, el llamado “roca divina”, en el cual por cuatro días había ardido el fuego, de uno y otro lado se pusieron en fila, y en medio colocaron, hicieron poner de pie a los dos llamados Tecuciztecatl y Nanahuatzin; los pusieron vuelta la cara, parados con la cara hacia el fogón.
Auh niman ye ic tlatoa in teteu, quilhuique in Tecuciztecatl:—¡O tlacuele, Tecuciztecatlé, xon huetzi, xon momayahui in tleco!Niman ye ic yauh momayahuiz in tleco.	Al punto pues mandan los dioses, dijeron a Tecuciztecatl:—Ea pues, Tecuciztecatl, échate, arrójate al fuego. ~~~ Al punto va a arrojarse al fuego.
Auh in itech acito totonillotl, in amo ixnamiquiztli, in amo yecoliztli, amo ihiyohuiliztli, inic cenca huel oxoxotlac tlecuilli, ohuelhualantimotlali, ohuelmotlatlali in tletl. ~~~ Ic zan ommixmauhtito, onmotilquetzato, hualtzinquiz, hualtzinilot.	Pero, cuando a él llegó el ardor, que (era) insoportable, insufrible, intolerable, como que mucho había estado ardiendo el fogón, se había hecho un fuego abrasador, se había hecho un gran montón de brasas, no hizo más que sentir miedo a su vista, pararse a medio camino, retroceder y volver atrás.
Ye noceppa yauh tlayehecoz ixquich caana ic momotla, quimomaca in tletl.	Una vez más fue a intentar arrojarse, poniendo todas sus fuerzas, para lanzarse con ímpetu, para dar consigo en el fuego.
Auh zan ahuel motlapalo, in ye no itech onaci totonqui, zan ahual tzinquiza, hualtzincholoa, amo ontlayecoa: ulnappa, tlaelnappa in yuh quichiuh in moyeheco, zan niman ahuel onmomayauh in tleco: ca zan ye uncan tlatenehualli in napan.	Sin embargo, no pudo atreverse: no bien alcanzó a llegar a él el ardor, no pudo más que retroceder, echarse a huir: no era para sufrirlo.
Auh in ontlaquixti nappa; niman ye ic yeh contzatzilia in Nanahuatzin, quilhuique in teteu:—Oc tehuatl, occuel tehuatl.	Hasta cuatro veces hizo otro tanto y no sufrió, sino que no pudo echarse al fuego. ~~~ Sólo que allí era el mandato de cuatro veces.
¡Nanahuatzé, mayecuel!Auh in Nanahuatzin zan cen in hualmotlapalo, quihualcentlami, quihuallancua in iyollo, hualixtetenmotzolo; amo tle ic mixmauhti, amo mo quequetz, amo motilquetz, amo tzinquiz; zan niman onmotlaztihuetz, onmomayauhtihuetz in tleco, zan ic cenya; niman ye ic tlatla, cuecuepoca, tzotzoyoca in inacayo.	Y por tanto, había intentado cuatro veces: luego por esto gritan a Nanahuatzin y le dijeron los dioses:—Aun tú, aún para bien tú, Nanahuatzin, ¡ea pues!Ahora bien, Nanahuatzin de una vez fue a atreverse, se hizo violencia, esforzó su corazón, cerró los ojos por no tener miedo; por nada se amedrentó, no se paró en la carrera, no retrocedió, sino que al punto se dejó caer, se fue a arrojar al fuego de una vez: al punto, pues, ya arde, chisporrotea y chilla (en el fuego) su carne.
Auh in icuac oquittac Tecuciztecatl in ye tlatla quinicuac zan tepan ipan onmomayauh, niman ye no ic tlatla.	Pues así que vio Tecuciztecatl que ya ardía, al momento también él se arrojó en él, con lo cual al punto ardía.
Auh in yuh conitoa, quilmach, niman no ic onehuac in cuauhtli, quimontoquili, onmotlaztihuetz in tleco, onmotlecomayauh, oc yehuatl nohuellalac ipampan ihuiyo cuichehuac, cuichectic.	Y según dicen, dizque también entró el Águila, los siguió ella, por cuya causa su plumaje es oscuro y requemado.
Auh zan ontlatzacui in océlotl, aocmo cenca huellala in tletl huetzito, ic za motlecuicuilo, motletlecuicuilo, motlechichino, aocmo cenca huellalac, ipampan zan cuicuiltic, motlilchachapani, motlilchachapatz.	Igualmente se metió el Tigre, aun no mucho se quemó cuando cayó en el fuego, con él sólo se chamuscó, se pintó con el fuego, se medio quemó, del todo bien no se quemó, por lo cual sólo manchado, manchado de tinta, manchado o salpicado.
Auh in ye yuhqui in omextin onmomamayauhque tleco, inicuac ye otlatlaque.	Ahora bien, así que ambos se hubieron echado al fuego, inmediatamente se quemaron del todo.
Niman ic quichixtimotecaque in teteu in campa yeh quizaquiuh in Nanahuatzin in achto onhuetz tleco inic tonaz, inic tlathui.	Luego se pusieron a esperar los dioses por dónde había de salir Nanahuatzin, el que primeramente se echó al fuego, para ser sol y para amanecer.
Inicuac ye huecauhtica onoque mochixca onoque teteu, niman ye ic pehua in tlachichilihui nohuiyanpa tlayahuallo in tlahuizcalli in tlatlahuilotl.	Cuando ya hubo pasado largo tiempo, cuando los dioses hubieron estado esperando, luego comienza a ponerse rojo, por todas partes rodea la aurora, la claridad de la luz.
In yuh conitoa nimanye ic motlancuaquetza in teteu inic quichiezque in campa yeh quizaquiuh Tonatiuh omochiuh, nohuiyanpa tlachizque, ahuicpa tlachie—momalacachotinemi.	Según dicen, luego se arrodillan los dioses para esperar por dónde ha de salir el que se había hecho sol; hacia todas partes fijaron los ojos, hacia (ellas) fijaban los ojos dando vuelta alrededor.
Ahcan huel centetix in intlatol in innemachiliz, atle ihuelyaca in quitoque.	En parte alguna se puso de acuerdo su palabra, su pensamiento, nada bien fijo lo que dijeron.
Cequintin momatque ca Mictlampa in quizaquiuh, ic umpan itztimomanque; cequintin Cihuatlampa, cequintin Huitztlampa itztimomanque, nohuiyanpa motemachique ipampa in zan tlayahualo tlatlahuillotl.	Algunos opinaron que del norte había de salir, por lo cual hacia allá estuvieron mirando; algunos que del poniente, algunos que del sur; hacia allá estuvieron mirando; por todas partes opinaron (que saldría) por razón de que la claridad rodeada estaba.
Auh in cequitin huel umpa itztimomanque in tlauhcopa, quitoque:—Ca yeh umpa hin, yeh uncan hin in quizaquiuh Tonatiuh. —Yehuantin huel neltic in itlatol in umpa tlachixque in umpa mapiloque.	Pero algunos bien estuvieron viendo hacia el oriente, dijeron:—Por cierto que por aquí, por allí ha de salir el sol. ~~~ Muy verdadera (fue) la palabra de los que allá estuvieron viendo, de los que allá señalaron con el dedo.
Yuh quitoa yehuantin in umpa tlachixque Quetzalcoatl, ic ontetl itoca Ehécatl, ihuan Totec, anozo Anahuatl itecu, ihuan Tlatlahuic—Tezcatlipoca, no yehuantin in motenehua Mimixcoa, in amo zan tlapoaltin, ihuan cihua nahuin: Tiacapan, Teicu, Tlacoyehua, Xocoyotl.	Así se llaman aquellos que hacia allá estuvieron mirando: Quetzalcoatl, que por otro nombre, es Ehécatl, y Totec, o sea Anahuatlitecu (“el señor del anillo”), y Tezcatlipoca el rojo, como también los llamados “Serpientes de Nube, “que no tienen número, y cuatro mujeres: Tiacapan (“Nuestra hermana mayor”), Teicu, Tlacoyehua y Xocoyotl (“la que sigue; la de en medio, la menor”).
Auh inicuac oquizaco in omomanaco Tonatiuh, yuhquin tlapalli monenecuilotimani, amo huel ixnamico, teixmimicti, cenca tlanextia, motonameyotia, in itonameyo nohuiyampa aacitimoquetz, auh in itonalmiyo nohuiyampa cacalac.	Y cuando vino a salir el sol, cuando se presentó delante, como pintado de rojo, se estuvo contoneando de un lado a otro, no era posible verle cara a cara, le mortificaba a uno los ojos, mucho brillaba, lanzaba rayos de luz (y) su irradiación fue a llegar a todas partes, su calor entró a todas partes.
Auh zatepan quizaco in Tecuciztecatl quihualtocatia zan ye no umpa in tlauhcopa itloc onmomanaco in Tonatiuh; auh in yuh onhuetz que tleco, zan no yuh hualquizque, hualmotocatiaque.	En seguida vino a salir Tecuciztecatl (que) lo iba siguiendo en el mismo punto del oriente junto a aquel se presentó que era el sol: tal como cayó en el fuego, de igual manera salieron, se fueron siguiendo.
Auh in yuh conitoa tlatlanonotza tezazazanilhuia, zan neneuhqui in itlachieliz mochiuh, inic tlanextiaya; inicuac oquimittaque teteu in zan neneuhqui in itlachieliz, niman ye noceppa ic nennotzalo, quitoque:—¿Quen yez que hin, teteuhé?	Ahora bien, según cuentan los que refieren y narran hablillas a la gente, se hizo igual su luz con que resplandecían; cuando los vieron los dioses que era igual su luz luego al punto de nuevo se hizo reunión (y) dijeron:—¿Cómo será?, ¿Cómo esto?
¿Cuix onteixtin ontlatocazque, onteixti yuh tlanextizque?Auh in tetu muchintin huallatzontecque quitoque:—Yuh yez hin, yuh muchihuaz hin.	Dioses, ¿Acaso ambos han de ir uno en pos de otro? ~~~ ¿Ambos han de lucir y brillar igualmente?Y todos los dioses dieron su fallo, dijeron:—Así será esto, así se hará esto.
Niman ic ce tlacatl omotlalotiquiz in teteu, ic conixhuihuihuitequito in tochin in yehuatl Tecuciztecatl, ic conixpopoloque ic conixcomictique in yuhqui axcan ic tlachie.	Luego una persona de los dioses salió corriendo, hirió la cara con un conejo a aquel Tecuciztecatl, con lo cual le estragó la cara, le hirió en la cara, tal como hasta ahora se ve.
Auh in ye yuhqui inicuac ye omomanaco onteixtin, ye no cueleh ahuel olini, ahuel otlatoca, zan momanque, motetenmanque.	Ahora bien, así que ambos se presentaron, tampoco podían moverse, no podían seguir su marcha, sino que sólo estuvieron en pie, se mantuvieron en firme.
Ic ye noceppa quitoque in teteu:—¿Quen tinemizque?	Por tanto, de nuevo dijeron los dioses:—¿Cómo hemos de vivir, no se mueve el sol?
Amo olini in Tonatiuh.	¿Hemos de vivir acaso mezclados con los plebeyos (hombres)?
¿Cuix tiquinnelotinemizque in macehualti: auh in hin ma toca mozcalti, ma timuchintin timiquican?Niman ic yeh itequiuh in Ehécatl, ye quimiquita in teteu.	Antes bien, por nuestra obra resuciten y medren, aun cuando todos nosotros muramos. ~~~ Al punto hizo su oficio Ehécatl (el viento) y da muerte a los dioses.
Auh in yuh conitoa, Xólotl amo miquitlania.	Pero, según dicen, Xólotl no quería morir.
Quimilhui in teteu:—Macamo nimiqui, teteuhé.	Dijo a los dioses:—¡No muera yo, oh dioses!Por esto mucho lloraba, bien se le hincharon los ojos, se le hincharon los párpados.
	Pero llegó hasta él la Muerte y no hizo más que huir ante ella, se ausentó, entre cañas de maíz verde se fue a meter, tomó el aspecto, se convirtió en caña que en dos permanece, cuyo nombre (es) doble, “doble labrador”(nr.
Ic cenca chocaya, huel ixpopozahuac ixcuatolpopozahuac.	El 1o. ). ~~~ Pero allí entre las cañas fue visto.
Auh in yeh itech onaci Miquiztli, zan teixpampa yehuac, cholo, toctitlan calactihuetz, ipan omixeuh ic mocueptihuetz in tochtli ome mani, maxaltic in quitocayotia millaca—xolotl.	Otra vez ante su cara huyó, y bien se fue a meter entre los magueyes, se convirtió también en maguey que dos permanece, cuyo nombre es “maguey doble”. ~~~ También otra vez fue visto.
Auh in uncan ittoc in toctitlan, ye noceppa teixpampa yehuac, ye no cuele metitlan calactihuetz, no ic onmocueptihuetz in metl ome mani in itoca mexolotl.	Otra vez bien se fue a meter en el agua, se convirtió en ajolote (amblystoma): empero allí lo cogieron, con lo cual le dieron muerte.
Ye noceppa ittoc ye no cuele atlan calactihuetz axolotl mocuepato ye huel umpa canato inic conmictique.	Y dicen que aunque todos los dioses habían muerto, sin embargo no pudo moverse, no pudo seguir su marcha el dios para hacer su oficio.
Auh quitoa in manel muchintin teteu onmicque, zannel amo huel ic olim, amo huel ic otlatocac in teutl tonatiuh ic itequiuh onmochiuh Hécatl, moquetz in Hécatl, cenca molhui, totocac in ehecac, quin yehuatl huel colini, niman ye ic otlatoca.	Ehécatl, se paró el viento, mucho empujó, hizo ímpetu con viento, (y) en seguida pudo moverse y luego ya por esto va siguiendo su marcha.
Auh in ic icaiac ye otlatoca, zan umpa oninocauh in meztli; quinicuac in ocalaquito icalaquian Tonatiuh, ye no cuele ic hualehuac in meztli: ic umpa mopatilique, motlallotilique inic ce ceppa hualquiza; tlacemilhuiltia in Tonatiuh, auh in meztli yohual tequitl quitlaza, ce yohual quitlaza, yohualtequi.	Y cuando ya él va siguiendo su marcha, allá se quedó la Luna; cuando salió su salida el sol también le fue siguiendo la luna: con lo cual allí se apartaron, hicieron diferente derrotero cada vez que van a salir: dura todo el día el sol, pero la luna de noche hace su oficio, cada noche pone su cargo, de noche trabaja.
Ic oncan hin neci mitoa ca yehuatl Tonatiuh yezquia in meztli Tecuciztecatl intla ye achto onhuetzini tleco, ipampa ca yehuatl achto mixquetz inic muchi tlazotli ipan tlamaceuh.	De ahí aparece esto que se dice que aquel la luna Tecuciztecatl hubiera sido el sol si primero se hubiera echado al fuego, por la razón de que él primero se presentó (y) todo precioso con lo que hizo penitencia.
Nican tlami inin nenonotzalli zazanilli in ye huecauh ic tlatlanonotzaya huehuetque in impiel catca.	Aquí acaba este mito, fábula que hace largo tiempo narraban los viejos que eran sus guardianes.
[NEW_DOCUMENT].	[NEW_DOCUMENT].
Motenewa mihtoa, ka iw nawtlamantli mochiw nemilistli ipan iya makwili edad.	Se refería, se decía que así hubo ya antes cuatro vidas, y que ésta era la quinta edad.
In yuki matia wewetke inipan in se tochtli, ipan moman in tlali in ilwikatl, iwan iwkimatia inikwak omoman tlali in ilwikatl oyu nawtlamantli onoka in tlaka nawtlamantlinemilistli, omochiw iniwkimatia se sentetl in tonatiw katka, aw kitowaya kanextli in kinchichiw inkinyokox intew kitowaya itech kitlamiaya in Ketsalkoatl chikome ehekatl itonal in kinchiw in kinyokox.	Como lo sabían los viejos, en el año 1 Conejo se cimentó la tierra y el cielo. ~~~ Y así lo sabían, que cuando se cimentó la tierra y el cielo, habían existido ya cuatro clases de hombres, cuatro clases de vidas. ~~~ Sabían igualmente que cada una de ellas había existido en un Sol [una edad]. ~~~ Y decían que a los primeros hombres su dios los hizo, los forjó de ceniza. ~~~ Esto lo atribuían a Quetzalcóatl, cuyo signo es 7 Viento, él los hizo, él los inventó. ~~~ El primer Sol [edad] que fue cimentado, su signo fue 4 Agua, se llamó Sol de Agua. ~~~ En él sucedió que todo se lo llevó el agua. ~~~ Las gentes se convirtieron en peces.
Inik se tonatiw on manka in itsiwkkan 4 Atl initonal mitoa atonatiw inipan in ye ikwak in mochiw in atoko ak in anenextiwak in tlakamichtiwak.	Se cimentó luego el segundo Sol [edad]. ~~~ Su signo era 4 Tigre. ~~~ En él sucedió que se oprimió el cielo, el Sol no seguía su camino.
	Al llegar el Sol al mediodía, luego se hacía de noche y cuando ya se oscurecía, los tigres se comían a las gentes.
	Y en este Sol vivían los gigantes.
	Decían los viejos que los gigantes así saludaban: “no se caiga usted”, porque quien se caía, se caía para siempre.
Inik ome tonatiw on manka 4 Oselotl in itonalkatka motenewa oselotonatiw, ipan mochiw tlapachiw in ilwikatl in tonatiw, inikwak amo otlatokaya kan nepantla tonatiw, mochiwa niman tlayowaya in onotlayowak niman Tekwaloya.	Se cimentó luego el tercer Sol. ~~~ Su signo era 4 Lluvia. ~~~ Se decía Sol de Lluvia [de fuego]. ~~~ Sucedió que durante él llovió fuego, los que en él vivían se quemaron. ~~~ Y durante él llovió también arena.
Au ipan inin Kinametin nemia konitotiwi in wewetke in wetlapaloliskatka matimowetsiti ipampa in akin wetsin ik sen wetsin.	Y decían que en él llovieron las piedrezuelas que vemos, que hirvió la piedra tezontle y que entonces se enrojecieron los peñascos.
Inik eyi tonatiw on manka 4 Kiawitl in itonal mitoa Kiyawtonatiw, ipan in in mochiw inipan tlekiaw in onoka ik tlatlake, iwan ipan xaltekiyaw konitowa ikwak motepew in Xaltetl intik itta iwan poposokak in tesontli, iwan iqwak momaman in texkali chichichiliwtikak.	Su signo era 4 Viento, se cimentó luego el cuarto Sol. ~~~ Se decía Sol de Viento. ~~~ Durante él todo fue llevado por el viento.
Inik 4 tonatiw, 4 Ehekatl intonal ekatonatiw, ipan in ekatokoak osomatiwak kwautla kin tepewato in onoka tlakaosomatin.	Todos se volvieron monos. ~~~ Por los montes se esparcieron, se fueron a vivir los hombres-monos.
Inik makwili tonatiw 4 Olin in itonal mitoa olintonatiw ipampa molini in otlatoka aw in yu konitotiwi in wewetke, ipan inin mochiwas tlalolinis mayanalos inik tipoliwiske.	El Quinto Sol: 4 Movimiento su signo. ~~~ Se llama Sol de Movimiento, porque se mueve, sigue su camino. ~~~ Y como andan diciendo los viejos, en él habrá movimientos de tierra, habrá hambre y así pereceremos.
In ipan in 13 akatl kilmachyeipan in tlakat in axkan onmantiw tonatiw, ye ikwak tlawes ye ikwak tlatwik in axkan onmantiw olin tonatiw.	En el año 13 Caña, se dice que vino a existir, nació el Sol que ahora existe.
4 olin in itonal, ik 5 inin tonatiw on mani ipan tlalolinis mayanalos.	Entonces fue cuando iluminó, cuando amaneció, el Sol de Movimiento que ahora existe. ~~~ 4 Movimiento es su signo.
